number,title,labels,scenario
12208,"Failing test: Aspire.Hosting.Python.Tests.AddPythonAppTests.WithVirtualEnvironment_CanBeChainedWithOtherExtensions",needs-retriage,UNMAPPED
12221,"Simple local provisioning fails in devcontainer on first launch",needs-area-label,UNMAPPED
12244,"Setup step is copying system data file 'C:\\templatedata\\master.mdf' to '/var/opt/mssql/data/master.mdf'",needs-area-label,UNMAPPED
12274,"VS refuses to load AppHost unless I install ""Desktop Experience"" workload.","area-tooling,vs",UNMAPPED
12276,"[AspireE2E] Aspire project fails to run successfully after installing the Aspire CLI extension in VSCode.",needs-area-label,UNMAPPED
12307,"Aspire dashboard - URL column click shows details",area-dashboard,UNMAPPED
12328,"Share your apphost",needs-area-label,UNMAPPED
12339,"YARP container not starting because of too many routes","area-integrations,yarp",UNMAPPED
12344,"Local support for hostname and mac address overrides",area-app-model,UNMAPPED
12357,"Emit OTEL_PYTHON_EXCLUDED_URLS to Python webapps to exclude WithHttpHealthCheck URL",area-integrations,UNMAPPED
12372,"Add GitHub Action to build .NET MAUI playground",needs-area-label,UNMAPPED
12374,"Wrong `Start time` on AppHost 9.5.2",needs-area-label,UNMAPPED
12386,"Failing test: Aspire.Hosting.Azure.Tests.AzureDeployerTests.DeployAsync_ShowsEndpointOnlyForExternalEndpoints","needs-area-label,azure,testing ☑️,flaky-test",UNMAPPED
12389,"Failing test: Aspire.Azure.Npgsql.Tests.ConformanceTests.BothDataSourceAndConnectionCanBeResolved","needs-area-label,flaky-test",UNMAPPED
12394,"Enable Aspire MCP server on GitHub Coding Agent","area-dashboard,area-mcp",UNMAPPED
12400,"Api Endpoint for consuming Otel  data",area-dashboard,UNMAPPED
12410,"AzureSearch Injection of SearchIndexerClient",area-integrations,UNMAPPED
12425,"Aspire Run fails silently if a container uses parameter-less .WithHttpEndpoint()",area-app-model,UNMAPPED
12428,"[WebToolsE2E][Aspire][GB18030] When creating a Razor Pages project with a Chinese name and checking Aspire, an error message appears: Resource name '项目' is invalid. Name must contain only ASCII letters, digits, and hyphens.",area-app-model,UNMAPPED
12448,"Aspire.dev - Add Copy Page As Markdown",area-aspire.dev,UNMAPPED
12493,"AddBlobContainer creates a default blob service",needs-area-label,UNMAPPED
12505,"Failing test: Aspire.Hosting.Tests.WithUrlsTests.MultipleUrlsForSingleEndpointAreIncludedInUrlSnapshot","area-app-model,flaky-test,needs-retriage",UNMAPPED
12519,"NullReferenceException when using AddAzureStorage with DefaultAzureCredential in Aspire.Hosting.Azure.Storage 9.5.2",area-integrations,UNMAPPED
12586,"Please add AddDotNetAppResouce",needs-area-label,UNMAPPED
12595,"Detect if containerd image store is used for multi-arch builds","needs-area-label,‼️regression-from-last-release",UNMAPPED
12599,"Change WithDockerfileFactory to take a mutable context instead of returning a string",area-app-model,UNMAPPED
12625,"UvicornApp fails to reload with --reload flag present on Windows","area-orchestrator,python",UNMAPPED
12645,"MongoDB: AddCollection on MongoDBDatabaseResource",area-integrations,UNMAPPED
12660,"Regression project locator does not re-search for apphost when it does not find the file in .aspire/settings.json","needs-area-label,‼️regression-from-last-release",UNMAPPED
12664,"Need to make project name can be a domain name include dot",needs-area-label,UNMAPPED
12672,"Avoid per-command CLI update check in commands",area-cli,UNMAPPED
12719,"CLI update prompt during package update has weird interaction pattern",area-cli,UNMAPPED
12730,"Failing test: Aspire.Dashboard.Components.Tests.Controls.ResourceDetailsTests.ClickMaskAllSwitch_NewResource_MaskChanged","area-dashboard,flaky-test,needs-retriage",UNMAPPED
12743,"[AspireE2E] When the dashboard is minimized, you cannot scroll by left-clicking the scroll bar on the Settings page.","area-dashboard,needs-retriage",UNMAPPED
12744,"Expose an `OnClientReady` method on resources for interacting with the service",needs-area-label,UNMAPPED
12745,"[AspireE2E] When creating an Aspire Python Starter App in VS Code and opening the apphost.cs file, some warnings appeared.","area-app-model,external",UNMAPPED
12750,"AzureAIFoundry RunAsFoundryLocal() stuck in 'Downloading' state even when model is already cached","area-integrations,ai",UNMAPPED
12751,"RabbitMQ container could not start because of multip calling of WithEndpoint method.",needs-area-label,UNMAPPED
12757,"AddAzureServiceBus(""test"").RunAsEmulator().AddServiceBusQueue(""testqueue"") does not create a queue",needs-area-label,UNMAPPED
12763,"Aspire.Hosting.SqlServer v9.5.2 causes Permissions error on Apple Silicon device",area-integrations,UNMAPPED
12764,"Aspire MCP server VS Code limitation More information link doesn't go anywhere",needs-area-label,UNMAPPED
12774,"Provide the capability to pipe steps in the Aspire CLI",needs-area-label,UNMAPPED
12786,"Add feature flag to suppress An update is available for the Aspire CLI. Would you like to update it now?",area-cli,UNMAPPED
12791,"[AspireE2E] When running a project with '.dev.localhost TLD' checked for the first time, you will need to enter a token.",area-tooling,UNMAPPED
12809,"In dashboard's resource list, show ""starting"" until it starts, errors, or we give up",area-dashboard,UNMAPPED
12824,"Add OpenCLI support to Aspire CLI",area-cli,UNMAPPED
12851,"Project fails to launch if project does not exist instead of showing dashboard.",area-app-model,UNMAPPED
12856,".venv created even if there's no py file","area-integrations,python",UNMAPPED
12857,"Adding multiple python apps in the same folder without a venv will try to create a venv multiple times","area-integrations,python",UNMAPPED
12859,"Poll /metrics for otel metrics",needs-area-label,UNMAPPED
12866,"The remote server returned an error: (503) Server Unavailable | https://json.schemastore.org/",needs-area-label,UNMAPPED
12899,"Github Copilot unavailable with Rider",area-tooling,UNMAPPED
12914,"`--non-interactive` doesn't work on cli with `aspire update`",area-cli,UNMAPPED
12929,"Crush when click on the Aspire dashboard MCP Server icon",area-dashboard,UNMAPPED
12934,"Add healthcheck to CosmosDB integration","needs-area-label,azure-cosmosdb",UNMAPPED
12940,"Large project with Visual Studio 2026 crashes but works in VS 2022",area-tooling,UNMAPPED
12941,"[Aspire.Hosting.MAUI][Windows] Unable to start Windows app if WindowsPackageType is MSIX",needs-area-label,UNMAPPED
12943,"[Aspire.Hosting.MAUI][Windows | Android] AddAndroidEmulator runs the windows version of a MAUI app",area-integrations,UNMAPPED
12958,"[Aspire.Hosting.Maui] Nest the device resources under the main app",needs-area-label,UNMAPPED
12967,"Add support for setting MSBuild Property",needs-area-label,UNMAPPED
12984,"Make it possible to set a parameter value programmatically",area-app-model,UNMAPPED
12985,"Aspire integration test with a protected api(via AddMicrosoftIdentityWebApi) failing",area-integrations,UNMAPPED
12987,"Add support for OpenBao",area-integrations,UNMAPPED
12988,"Support asyncronous connection creation in DI","area-integrations,redis",UNMAPPED
13011,"Remove experimental status from AddCSharpApp",area-app-model,UNMAPPED
13015,"Return reference from interaction service methods",area-app-model,UNMAPPED
13027,"ConnectionStringParameterResource does not publish ConnectionStringAvailableEvent",needs-area-label,UNMAPPED
13033,"Include a generic extension method to add a .NET MAUI project to the Aspire orchestration pipeline",area-tooling,UNMAPPED
13060,"Specific Testing and AI suggested features to add",needs-area-label,UNMAPPED
13084,"Azure SQL Image `2022-latest` does not support `json` column type","area-integrations,sqlserver",UNMAPPED
13120,"`WithServerAuthenticationCertificateConfiguration` should allow args & env vars `ReferenceExpression`s to be specified as inline interpolated stringin",area-app-model,UNMAPPED
13130,"Should `HostUrl` remap `*.dev.localhost` urls?",area-app-model,UNMAPPED
13136,"Enable CosmosDB Emulator OpenTelemetry Integration","area-integrations,azure,azure-cosmosdb",UNMAPPED
13143,"Customize the base image for project resources",area-app-model,UNMAPPED
13144,"Dashboard unclear when resource health checks have passed, but ResourceReady event has not completed",area-app-model,UNMAPPED
13148,"Generated names for azure resources with global name scope aren't always unique","area-integrations,azure",UNMAPPED
13163,"OpenTelemetry Traceparent Propagation from Container to Aspire AppHost",needs-area-label,UNMAPPED
13194,"Add the ability to change and reset parameter resources from the apphost / cli",area-cli,UNMAPPED
13198,"Ability to set CORS policy for the Blob Storage emulator",area-integrations,UNMAPPED
13199,"Support for Configuring Public Access Levels for Azure Blob Containers in Aspire",needs-area-label,UNMAPPED
13205,"`aspire run` fails for Azure Functions due to CS8802",area-cli,UNMAPPED
13208,"Update vendored OpenTelemetry code",needs-area-label,UNMAPPED
13232,domain.dev.local,needs-area-label,UNMAPPED
13235,"Docs: Don't advertise 'Update Now' on Dashboard until documentation is available",needs-area-label,UNMAPPED
13246,"[Aspire CLI] aspire do install",needs-area-label,UNMAPPED
13247,"Easier to write pipeline steps",needs-area-label,UNMAPPED
13265,"Support for AddAzureStorage extensions with RunAsEmulator to have multiple accounts","area-integrations,azure,azure-storage",UNMAPPED
13273,"Are azure resources really ""Starting"", if Azure subscription is not available?","area-integrations,azure",UNMAPPED
13285,"Azure Key Vault AddSecret validation mismatch",area-integrations,UNMAPPED
13286,"Azure Service Bus subscriptions with rules can prevent deployment",area-integrations,UNMAPPED
13291,"Multiline inputs don't work in the CLI with the interaction service",area-cli,UNMAPPED
13300,"Failing test: Aspire.Hosting.Azure.Tests.AzureDeployerTests.DeployAsync_WithDockerfile_Works","needs-area-label,flaky-test",UNMAPPED
13311,"HostUrl doesn't handle 0.0.0.0 or * bind addresses, causing incorrect container endpoint URLs",area-app-model,UNMAPPED
13318,"Add Dashboard:Mcp:Stateless configuration option to enable stateless HTTP transport Labels: area-mcp, area-dashboard",area-dashboard,UNMAPPED
13342,"Integrating with an existing Azure OpenAI model with an API Key",area-integrations,UNMAPPED
13345,"[AspireE2E]There is a warning ""AppHost file was specified in '\\.aspire\\settings.json' but it does not exist at '\\.aspire../Aspire02.AppHost.csproj'.""when running the aspire app in aspire CLI after enable showAllTemplates",area-cli,UNMAPPED
13350,"Add DbContextOptions lifetime configuration support to Aspire.Microsoft.EntityFrameworkCore.SqlServer",area-integrations,UNMAPPED
13357,"Agent-mode research: Agent struggles with persistent containers","area-cli,area-mcp",UNMAPPED
13359,"Add AddSqlServer().AddDatabase()AddSqlCommander() support",area-integrations,UNMAPPED
13383,"[AspireE2E] The structured logs displayed in the results list do not match the set Level",needs-area-label,UNMAPPED
13388,"[AspireE2E] The restart button in the console page is grayed out and disabled after restarting the project for web app project with Aspire 13.1.0","area-dashboard,needs-retriage",UNMAPPED
13397,"Remove `InternalsVisibleTo` dependency between Container Registry package and `Aspire.Hosting.Azure`","area-integrations,azure",UNMAPPED
13404,"Support further restricting resource/endpoint naming from hosting integrations",area-app-model,UNMAPPED
13428,"Parameters shouldn't have the option to view console logs","area-dashboard,needs-retriage",UNMAPPED
13430,"Follow up on parameters page","area-dashboard,needs-retriage",UNMAPPED
13460,"Add support for host IP binding in Aspire.Hosting.Docker port mappings",area-app-model,UNMAPPED
13464,"Aspire.Hosting.OpenAI incorrectly applies status to health check",area-integrations,UNMAPPED
13465,"Running (Degraded) should not stop dependent resources from running with WaitFor",area-app-model,UNMAPPED
13466,"The OpenAI resource should show the logs that it is connecting to the openai status url",area-dashboard,UNMAPPED
13480,"Ability to tag items and they would be shown in folders on dashboard",area-dashboard,UNMAPPED
13494,"launchBrowser: true not working (dashboard does not launch)",area-tooling,UNMAPPED
13533,"Unable to retrieve value for secret in already provisioned Key Vault",area-integrations,UNMAPPED
13545,"`aspire update --non-interactive` still prompts for approval and NuGet.config location",area-cli,UNMAPPED
13546,"`aspire update` fails to handle Windows-style path separators in project references on Linux/WSL",area-cli,UNMAPPED
13551,"Make lists in the dashboard ""Multi-Select""",needs-area-label,UNMAPPED
13552,"Add support for Logic Apps (standard)",needs-area-label,UNMAPPED
13554,"Extend provisioning code for Aspire.Hosting.Azure.ApplicationInsights",needs-area-label,UNMAPPED
13588,"Feature Request: GitOps-oriented Configuration Provider for Aspire",area-integrations,UNMAPPED
13592,"after updating to Aspire 13, the dashboard no longer launches",area-tooling,UNMAPPED
13609,"Add support for sovereign (non-public) clouds in Aspire CLI","area-integrations,azure",UNMAPPED
13616,"13.1.0 can no longer resolve cosmosDb connection string from resource",area-integrations,UNMAPPED
13633,"Make `WithInitialState()` callable multiple times",area-app-model,UNMAPPED
13634,"Add ResourceBuilder extensions to make it easy to hide resources from the Dashboard",area-app-model,UNMAPPED
13642,"Too Many Resources","area-dashboard,area-app-model",UNMAPPED
13647,"`ResourceSnapshotBuilder` overwrites resource state, rather than merging with other customisations","area-app-model,area-orchestrator",UNMAPPED
13654,"Restarts cause exception since 13.1",needs-retriage,UNMAPPED
13668,"Aspire CLI does not properly detect when terminal supports emiojis",area-cli,UNMAPPED
13683,"Aspire Azure SQL provisioning fails","area-integrations,azure,sqlserver",UNMAPPED
13685,"[AspireE2E]After installing aspire extension in vs code, aspire run the project, in dashboard, select console> select apiservice > click ""stop resource"" button. dotnet watch information show up","area-tooling,needs-further-triage,area-extension",UNMAPPED
13689,"Make the `AzureServiceBusEmulatorResource` field `AzureServiceBusResource _innerResource` a public property","area-integrations,azure-servicebus",UNMAPPED
13692,"Yarp: Enable 301/302 redirects","area-integrations,yarp",UNMAPPED
13695,"[AspireE2E] Press ""Ctrl + Shift + P"", select ""Aspire: Open Aspire terminal"" then type ""aspire run"", click ""Chat with GitHub Copilot"" in dashboard, It shows ""GitHub Copilot unavailable""","needs-author-action,area-extension",UNMAPPED
13698,"[AspireE2E] After opening the URL of the resource 'api-tunnel-webfrontend-http', the page cannot be found.",area-app-model,UNMAPPED
13700,"The aspire mcp does not launch in the official codespace",area-mcp,UNMAPPED
13709,"Public API for resolving the internal Docker hostname",area-app-model,UNMAPPED
13712,"`PostgresBuilderExtensions.WithInitFiles()` only works for the default DB name","area-integrations,postgres",UNMAPPED
13717,"AddKey support for Azure Key Vault integration","area-integrations,azure,azure-keyvault",UNMAPPED
13719,"Yarp - Support Custom Transforms",area-integrations,UNMAPPED
13720,"Concurrency issue with password generation of persistent containers",area-app-model,UNMAPPED
13724,"Add toggle to show/hide Parameters in Graph view",area-dashboard,UNMAPPED
13725,"Container `WithExplicitStart()` fails `StartAsync` when container runtime is unavaialble - even if it's never started.",area-app-model,UNMAPPED
13730,"Aspire takes a while to notice a container has failed to start",area-orchestrator,UNMAPPED
13740,"Closing the InputFile (with file or cancel) dialog in Firefox crashes Aspire",needs-area-label,UNMAPPED
13749,"Add PR-time documentation audit workflow with docs issue filing",area-integrations,UNMAPPED
13756,"No Logs if container fails to start due to bad bind mount",area-orchestrator,UNMAPPED
13760,"Container considered `FailedToStart` if it starts then immediately exists",area-orchestrator,UNMAPPED
13772,"Add `WithCredentialsLogin` extension for `ContainerRegistryResoure`",needs-area-label,UNMAPPED
13777,"Unresolved diagnostics aka.ms links","documentation,area-app-model",UNMAPPED
13782,"RabbitMQ Container Name Override Issue in Azure Container Apps",area-integrations,UNMAPPED
13788,"Aspire not working on Fedora Silverblue since .NET 10",needs-retriage,UNMAPPED
13817,"When running blazor project via aspire.cli (not Aspire in VS, not separately), blazor.web.js 404s",area-tooling,UNMAPPED
13818,"Add ability to pass build args to build process of `aspire run`",area-cli,UNMAPPED
13834,"[pull requests] Review required",needs-area-label,UNMAPPED
13846,"Failing test: Aspire.Hosting.Azure.Tests.AzureDeployerTests.DeployAsync_WithAzureFunctionsProject_Works","area-integrations,failing-test",UNMAPPED
13851,"Enhance Aspire Graph Visualization with Communication Protocol",area-dashboard,UNMAPPED
13852,"stderr: [sys] run session could not be started: IDE returned a response indicating failure",area-tooling,UNMAPPED
13854,"Failing test: Aspire.Cli.Tests.Commands.ExecCommandTests.ExecCommand_WhenProjectFileDoesNotExist_ReturnsFailedToFindProject","flaky-test,area-cli,needs-retriage",UNMAPPED
13867,"builder.AddConnectionString stores single quotes as Unicode escape sequences in user secrets, causing password recognition failure.",needs-area-label,UNMAPPED
13875,"Aspire CLI output uses fixed column width on Jenkins",area-cli,UNMAPPED
13894,"Kafka Integration: provide a way to spin Production grade Kafka on Azure","area-integrations,kafka",UNMAPPED
13898,"Improve proxy resource MCP server error handling",area-cli,UNMAPPED
13905,"[macOS] Cannot launch dashboard",needs-retriage,UNMAPPED
13909,"Resource state isn't updating on replica state",area-dashboard,UNMAPPED
13914,"Set Container Apps Ingress.TargetPortHttpScheme in PublishAsAzureContainerApp",needs-area-label,UNMAPPED
13927,"Using `WithReference` on a resource that depends on another resource annoated `ExcludeFromManifest` fails",needs-area-label,UNMAPPED
13933,"Tests with DistributedApplicationTestingBuilder fail in CI/CD due to principalType: 'User'",needs-area-label,UNMAPPED
13937,"Update icon for downloading Console Logs in dashboard",area-dashboard,UNMAPPED
13964,Aspire.Hosting.Tests.Publishing.ResourceContainerImageBuilderTests.CanBuildImageFromDockerfileResource_WithAllOptionsSet,"needs-area-label,failing-test",UNMAPPED
13975,"Missing docker `buildx` throws an unclear `Container runtime Docker is not running or is unhealthy` message",needs-retriage,UNMAPPED
13989,"libhostpolicy.dylib not found on start of standalone Blazor WASM project in VS Code on macOS",area-tooling,UNMAPPED
13997,"CircularBuffer.cs Item was not correctly removed.",needs-area-label,UNMAPPED
14041,"Service Bus Emulator 2.0.0 integration should expose admin connection string",area-integrations,UNMAPPED
14046,"[Aspire] Success notification shown in Aspire 13.2 when canceling or submitting empty value in Set Parameter dialog",needs-area-label,UNMAPPED
14050,"RedisCommander should be child of Redis",needs-area-label,UNMAPPED
14056,"Add nuget MCP to `.vscode/mcp.json`",needs-area-label,UNMAPPED
14076,"[AspireE2E] When I clicked install, the Aspire MCP server was not installed.",area-tooling,UNMAPPED
14083,"Global Commands","area-dashboard,area-app-model",UNMAPPED
14085,"dcp `Starting Process` message shows up after application output has been written",area-orchestrator,UNMAPPED
14091,"Service with multiple replicas is never reported healthy unless all replicas are healthy",area-app-model,UNMAPPED
14111,"[Devtunnel] Aspire.Hosting.DevTunnels - Add Region option to DevTunnelOptions",area-integrations,UNMAPPED
14116,"Azure Functions when run locally with `defaultWatchEnabled=true` expects IDE connection",area-integrations,UNMAPPED
14120,"Allow loading of external ServiceDefaults",needs-area-label,UNMAPPED
14131,"Scroll in the context menu custom resource commands",needs-area-label,UNMAPPED
14152,"`WithEnvironment` does not override actual environment variable in runtime",area-app-model,UNMAPPED
14159,"cli: Workflows feel very chatty/alerty mixing terminal and notifications",needs-area-label,UNMAPPED
14175,"AddRedis times out on Windows but works in WSL - Aspire 13.1.0 / .NET 10",needs-area-label,UNMAPPED
14184,"Fast Environment Configuration Updates",area-app-model,UNMAPPED
14236,"Aspire localhost TLD (*.dev.localhost) URLs break Codespaces port forwarding",area-app-model,UNMAPPED
14250,"ASPIRE Yarp AuthorizationPolicy",area-integrations,UNMAPPED
14255,"Azure Container App that is offline for to long makes the custom domain result in a connection reset error.",azure-container-apps,UNMAPPED
14257,"Don't spam windows event logs","area-integrations,external",UNMAPPED
14272,"Docs: Security Review For Aspire Mcp",documentation,UNMAPPED
14294,RunAsDocker,"area-dashboard,area-app-model,area-tooling,area-orchestrator",UNMAPPED
14298,"Devtunnel no longer forwarding Authorization header from source",devtunnels,UNMAPPED
14302,"WithHttpProbe throws duplicate health check error when using same path for different probe types",area-app-model,UNMAPPED
14313,"[Deployment E2E] Nightly test failure - 2026-02-03","area-testing,deployment-e2e",UNMAPPED
14318,"Aspire MCP install and start for mcp configs",needs-area-label,UNMAPPED
14330,"[Deployment E2E] Nightly test failure - 2026-02-04","area-testing,deployment-e2e",UNMAPPED
14342,"WithDataBindMount fails using PostgreSQL on Podman on Windows","external,podman",UNMAPPED
14346,"Docs cache file name is weird",area-cli,UNMAPPED
14354,"[Deployment E2E] Nightly test failure - 2026-02-05","area-testing,deployment-e2e",UNMAPPED
14366,"[Deployment E2E] Nightly test failure - 2026-02-06","area-testing,deployment-e2e",UNMAPPED
14382,"PublishAsExisting on AzureAppServiceEnvironmentResource doesn't use existing",needs-area-label,UNMAPPED
14384,"Enable Vector Indexing on CosmosDB emulator",area-integrations,UNMAPPED
14385,"Add “Add and Apply Migration” command support (EF Core 11)","area-integrations,entityframework",UNMAPPED
14388,"Trigger project recompilation automatically after adding/removing a migration","area-integrations,entityframework",UNMAPPED
14390,"[Deployment E2E] Nightly test failure - 2026-02-07","area-testing,deployment-e2e",UNMAPPED
14393,"OTel resources duplicated if you quickly stop then restart app host","area-dashboard,area-app-model",UNMAPPED
14406,"Add a log and telemetry search command",area-dashboard,UNMAPPED
14414,"Markdown Code block in Interaction Service notification looks odd","area-dashboard,interaction-service",UNMAPPED
14435,"aspire update should warn about stale #:package versions in apphost.cs",area-cli,UNMAPPED
14436,"The `TargetFramework` environment variable isn’t honored when using the dotnet run command with the Interactive TFM option in .NET 11 Preview 1",needs-area-label,UNMAPPED
14445,"Producer fails to connect to broker on custom port 53377 connection closed by peer POLLHUP","area-integrations,kafka",UNMAPPED
14466,"Service Bus Emulator doesn't respect persistent lifetime",area-app-model,UNMAPPED
14477,"AppConfiguration Emulator authentication not compatible with App Configuration SDK",area-integrations,UNMAPPED
14479,"AddPostgres: GSSAPI security context warnings spam console logs on Windows",needs-area-label,UNMAPPED
14516,"Aspire 13.1.1 not detected",needs-area-label,UNMAPPED
14522,"Copilot icon not shown",needs-area-label,UNMAPPED
14527,"CORS blocked HotReload module when using Aspire DevTunnel with Blazor WebAssembly (dynamic import fails)","area-integrations,blazor-wasm",UNMAPPED
14535,"Audit usages of Path.GetTempPath","area-app-model,area-cli",UNMAPPED
14553,"Update JsonPatch.Net and JsonSchema.Net together to latest versions",needs-area-label,UNMAPPED
14554,"Migrate Pomelo MySqlConnector logging away from obsolete MySqlConnectorLogManager.Provider",area-integrations,UNMAPPED
14565,"[agentics] Failed runs",agentic-workflows,UNMAPPED
14580,"list_traces MCP tool doesn't work well with deep spans","area-dashboard,area-mcp",UNMAPPED
14595,"Update Spectre.Console to latest version (blocked by hyperlink rendering change)",needs-area-label,UNMAPPED
14598,"restore.cmd -mauirestore fails with MSB1001",needs-area-label,UNMAPPED
14607,"[Deployment E2E] Nightly test failure - 2026-02-22","area-testing,deployment-e2e",UNMAPPED
14671,"[Deployment E2E] Nightly test failure - 2026-02-25","area-testing,deployment-e2e",UNMAPPED
14681,"Add a database resource property with real connection string",area-app-model,UNMAPPED
14718,"[Deployment E2E] Nightly test failure - 2026-02-26","area-testing,deployment-e2e",UNMAPPED
14740,"Aspire Dev Tunnel creates duplicate tunnel name if file paths are the same across developer workstations","area-integrations,devtunnels",UNMAPPED
14761,"[Deployment E2E] Nightly test failure - 2026-02-27","area-testing,deployment-e2e",UNMAPPED
14769,"Postgres healthcheck failing",area-integrations,UNMAPPED
14793,"[Deployment E2E] Nightly test failure - 2026-02-28","area-testing,deployment-e2e",UNMAPPED
14810,"The parameters tab does not populate on refresh, only on navigation",area-dashboard,UNMAPPED
14812,"Can't force start a resource for a second time","area-dashboard,area-app-model",UNMAPPED
14813,"Should be able to cancel a `Waiting` resource's startup","area-dashboard,area-app-model",UNMAPPED
14823,"Flaky test: AzureEventHubsExtensionsTests.VerifyAzureEventHubsEmulatorResource times out under CI load","area-integrations,azure-eventhubs,flaky-test",UNMAPPED
14835,"[Deployment E2E] Nightly test failure - 2026-03-02","area-testing,deployment-e2e",UNMAPPED
14842,"Connecting locally to an Aspire-provisioned Azure Posgres Flexible server","area-integrations,azure,postgres",UNMAPPED
14849,"No API to configure a custom storage account for Durable Functions","area-integrations,azure-functions",UNMAPPED
14873,"[Deployment E2E] Nightly test failure - 2026-03-03","area-testing,deployment-e2e",UNMAPPED
14876,"Single File App Host logs are more verbose than non single file apps",area-app-model,UNMAPPED
14888,"Dockerfile support for multiple build contexts","area-app-model,area-orchestrator",UNMAPPED
14932,"[Deployment E2E] Nightly test failure - 2026-03-04","area-testing,deployment-e2e",UNMAPPED
14964,"[Deployment E2E] Nightly test failure - 2026-03-05","area-testing,deployment-e2e",UNMAPPED
14971,"Dashboard and cli state disagree",area-dashboard,UNMAPPED
14987,"IDE protocol should have means to notify DCP that the IDE endpoint is shutting down",area-orchestrator,UNMAPPED
14995,"[Deployment E2E] Nightly test failure - 2026-03-06","area-testing,deployment-e2e",UNMAPPED
15020,"Flaky: LogTests.Subscription_MultipleUpdates_MinExecuteIntervalApplied timing assertion fails under CPU contention","area-dashboard,flaky-test",UNMAPPED
15024,"Oracle integration does not create named database","area-integrations,oracle",UNMAPPED
15026,"Oracle integration claims to support username parameter, but does not","area-integrations,oracle",UNMAPPED
15034,"[Deployment E2E] Nightly test failure - 2026-03-07","area-testing,deployment-e2e",UNMAPPED
15041,"[Container Tunnel] OtlpEndpointReferenceGatherer hangs forever for containers with OtlpExporterAnnotation when no containers are tunnel-dependent","area-orchestrator,‼️regression-from-last-release",UNMAPPED
15049,"[Deployment E2E] Nightly test failure - 2026-03-08","area-testing,deployment-e2e",UNMAPPED
15056,"[Deployment E2E] Nightly test failure - 2026-03-09","area-testing,deployment-e2e",UNMAPPED
15065,"Running AppHost through visual studio adds rogue `ASPNETCORE_URLS` env var","area-tooling,vs",UNMAPPED
15090,"[Deployment E2E] Nightly test failure - 2026-03-10","area-testing,deployment-e2e",UNMAPPED
15096,"CreateHttpClient when explicitly requesting the ""http"" endpoint give HTTP scheme with HTTPS port (from testing project)",area-app-model,UNMAPPED
15113,"[Failing test]: Aspire.Cli.EndToEnd.Tests.MultipleAppHostTests.DetachFormatJsonProducesValidJson","flaky-test,area-cli",UNMAPPED
15126,"[Deployment E2E] Nightly test failure - 2026-03-11","area-testing,deployment-e2e",UNMAPPED
15150,"ATS capability scanner drops overloaded methods with same MethodName instead of disambiguating",needs-area-label,UNMAPPED
15159,"[Deployment E2E] Nightly test failure - 2026-03-12","area-testing,deployment-e2e",UNMAPPED
15165,"Improve error handling when the apphost server has an error",area-cli,UNMAPPED
15173,"Resource menu disappears behind the browser bottom","area-dashboard,a11y",UNMAPPED
15188,"Bug: `aspire deploy` Azure resource group selection",area-integrations,UNMAPPED
15198,"Validate the aspire CLI for agents against",area-cli,UNMAPPED
15201,"[Deployment E2E] Nightly test failure - 2026-03-13","area-testing,deployment-e2e",UNMAPPED
15213,"Azure SQL provisioning adds user identity to all databases not just referenced","area-integrations,azure-sqlserver",UNMAPPED
15223,Aspire.Hosting.Tests.DistributedApplicationTests.BeforeResourceStartedEvent_FiredForNormalResourcesOnInitialStartup,flaky-test,UNMAPPED
15234,"Add an event that is fired after all dependencies are ready","area-app-model,area-integrations",UNMAPPED
15239,"Clean up legacy CLI configuration file support (settings.json, apphost.run.json, globalsettings.json)",area-cli,UNMAPPED
15243,"[Deployment E2E] Nightly test failure - 2026-03-14","area-testing,deployment-e2e",UNMAPPED
15248,"AddAndroidEmulator() / AddAndroidDevice() fails with ""Error: Unexpected argument(s): run"" — duplicate `run` in generated dotnet command",needs-area-label,UNMAPPED
15250,"Aspire Dashboard Copilot Submit Button Issue",area-dashboard,UNMAPPED
15252,"`aspire update --self` doesn't update `.config/dotnet-tools.json`",area-cli,UNMAPPED
15253,"`aspire update --self --non-interactive` fails without `--channel`",area-cli,UNMAPPED
15255,"First-class package-backed executable resources in Aspire.Hosting",area-app-model,UNMAPPED
15258,"[Deployment E2E] Nightly test failure - 2026-03-15","area-testing,deployment-e2e",UNMAPPED
15271,"[Deployment E2E] Nightly test failure - 2026-03-16","area-testing,deployment-e2e",UNMAPPED
15274,"[AspireE2E]The health check details show an exception ”System.Threading.Tasks.TaskCanceledException: A task was canceled.“ after rebuilding the project",needs-area-label,UNMAPPED
15287,"[Blog post] Add post for running multiple Aspire projects without port conflicts",blog-post,UNMAPPED
15288,"[Blog post] Add post for Detached Mode and Process Management in Aspire 13.2","area-meta,blog-post",UNMAPPED
15292,"[Blog post] Add post for the new `aspire doctor` command and CLI improvements",blog-post,UNMAPPED
15295,"Aspire explorer not showing my running apphost",needs-area-label,UNMAPPED
15304,"[Deployment E2E] Nightly test failure - 2026-03-17","area-testing,deployment-e2e",UNMAPPED
15309,"Remove MakeSafeFormatter workaround after Spectre.Console fix",area-cli,UNMAPPED
15316,"Streamline permissions when creating a volume",area-integrations,UNMAPPED
15339,"Use emoji in ConsoleActivityLogger?",needs-area-label,UNMAPPED
15348,"[Deployment E2E] Nightly test failure - 2026-03-18","area-testing,deployment-e2e",UNMAPPED
