number,title,labels,scenario
969,"Support running and debugging Aspire service projects in Containers","area-app-model,area-orchestrator",S1
1492,"Host Run Targets for jobs versus/web sites and no debugger by default with EASY attach to debug",area-app-model,S1
2658,"Allow better modeling of external endpoints to enable resources to reference each other's non-external vs. external endpoints",area-app-model,S1
4297,"Add tests that validate that playground app manifests are not broken","area-app-model,testing ☑️",S1
4409,"Bug - Defaulting $(Platform) to Any CPU causes tests to hang indefinitely / time out.","area-app-model,area-app-testing,needs-retriage",S1
5537,"Parameters in User Secrets containing `&` are converted to contain `\\u0026` instead",area-app-model,S1
6615,"IResourceWithParent not supported with projects and executables",area-app-model,S1
6640,"Requests not balanced across replicas when using WithReplicas(2)",area-app-model,S1
6659,"Address in use error gets double logged","area-app-model,needs-retriage",S1
6680,"NodeJs app in GitHub Codespaces missing environment variable with hyphen","documentation,area-orchestrator",S1
7069,"Allow specifying MSBuild arguments to build project resources for in publish mode","area-app-model,area-deployment",S1
7923,"Failing Aspire.Hosting tests on Windows for PR validation","area-app-model,testing ☑️,disabled-tests,needs-retriage",S1
8884,"aspire samples: javascript",area-samples,S1
8893,"AppHost secrets.json Gets reformatted/inconsistent formatting with duplicate keys breaking local dev",area-app-model,S1
9043,"Add replayable events on eventing.",area-app-model,S1
9047,"Executable Arguments on dashboard show raw manifest expression","area-app-model,‼️regression-from-last-release",S1
9449,"Support complex objects as parameter types",area-app-model,S1
9735,"Aspire use its own build configuration name for the project resources",area-app-model,S1
9999,"Aspire AppHost/dashboard defaults no longer seem to apply",area-app-model,S1
10002,"Aspire does not support using multiple projects with same name",area-app-model,S1
10524,"Follow up on comments from PR 10493","help wanted,area-app-model",S1
10921,"ExpressionResolver should throw when resolving endpoints that do not have AllocatedEndpoint infomration.",area-app-model,S1
11541,"Document the way of sharing code between AppHost and its referenced projects",area-app-model,S1
11550,"Windows ARM64: Health checks are performed over IPv6 only, while docker defaults to IPv4",area-app-model,S1
12241,"Creation of DCP Service object times out (was: Allow configuration of timeouts for KubernetesService)","area-app-model,area-orchestrator,external",S1
12247,"`dotnet run` fails with ""address already in use"" for fixed external ports via `.WithEndpoint`",area-app-model,S1
12598,"Container image for JavaScript apps are huge",needs-area-label,S1
12624,"Optimize node docker file",area-app-model,S1
12834,"Add OTEL HTTP support for JS client apps","area-telemetry,javascript",S1
13035,"Generate IProjectMetadata types even when not referencing projects from the AppHost",area-app-model,S1
13095,"Intercept HTTP requests for observability","area-app-model,area-orchestrator",S1
13451,"Add Rush as a package manager",area-integrations,S1
13597,"Support setting resource endpoint ports from AppHost config & persist random assignments to user secrets",area-app-model,S1
13625,"`AddViteApp` with `WithHttpsDeveloperCertificate` will silently skip HTTPS setup if Vite config is missing",area-polyglot,S1
13640,"Should `GenerateParameterDefault` regenerate if stored value no longer meets complexity requirements?",area-app-model,S1
13714,"Pits of failure using `WaitForResourceHealthyAsync` in tests.","area-app-model,area-app-testing",S1
13907,"Node app build output files","area-integrations,javascript",S1
14061,"Urls for endpoints on other resources render inconsistently",area-app-model,S1
14416,"Add Yarn and Pnpm workspaces support","area-integrations,javascript",S1
14603,"aspire-samples tests are failing on latest docker update",area-app-model,S1
14828,"Polyglot ConfigureInfrastructure for Azure resources","area-integrations,area-polyglot",S1
14880,"Aspire.Hosting.JavaScript - WithPnpm fails when using Scoop-installed pnpm",area-integrations,S1
14887,"Consider emitting TypeScript APIs at build time","needs-area-label,area-polyglot",S1
14911,"Generate custom API docs for polyglot SDKs","documentation,area-polyglot",S1
14939,"PublishAsDockerFile() ignores DockerfileContext MSBuild property — Docker build context defaults to project directory instead of solution root",area-app-model,S1
14952,"`OnBeforeResourceStart` events fired out of order",area-app-model,S1
15101,"Create the TypeScript equivalent to Aspire.Hosting.Test",area-polyglot,S1
15104,"We expose withEnvironmentCallback and withEnvironmentCallbackAsync",area-app-model,S1
15119,"Bad error when integration doesn't support AspireExport",area-polyglot,S1
15120,"Yarp addCluster(EndpointReference) doesn't work in polyglot",area-polyglot,S1
15122,"aspire init should augment existing package.json for brownfield TypeScript apphosts",area-cli,S1
15190,"Multiple AddCSharpApp calls to projects in the same repo can cause build contention",area-app-model,S1
15219,"Add the resource name to ""Capability error"" messages",area-polyglot,S1
15282,"Aspire polyglot should enable nuget signature verification on Linux",area-polyglot,S1
15290,"[Blog post] Add Aspire 13.2 post for Bun support and container enhancements",blog-post,S1
15303,"Guide polyglot users in the right direction",needs-area-label,S1
15320,"Polyglot-Compatible Integration Discovery","area-integrations,area-polyglot",S1
15399,"Polyglot (guest) AppHost restore does not isolate staging NuGet packages from global cache",area-cli,S1
15412,"Replace SHA-256 with non-cryptographic hash for socket/pipe path naming",area-polyglot,S1
15448,"apphost.ts `aspire publish` goes to ~/.aspire/bundle-hosts",area-polyglot,S1
15486,"TypeScript AppHost: invalid endpoint name in getEndpoint()/withEnvironmentEndpoint() can cause silent FailedToStart with no diagnostics",area-app-model,S1
15489,"TypeScript AppHost Node process does not trust dev certs","area-app-model,area-cli,area-polyglot",S1
15509,"Kusto tests failing on CI","area-app-model,azure,disabled-tests,failing-test",S1
15523,"Multiple AppHosts with the same port report they launch successfully at the same time",area-app-model,S1
15539,"`aspire deploy` with typescript apphost should have better default Azure Resource Group","area-integrations,azure",S1
15550,"template should indicate TS apphost [Starter App (Express/React)]","area-templates,area-polyglot",S1
15581,"Aspire doesn't add development certificate to dev-certs storage",area-app-model,S1
15623,"aspire new/run from workspace root uses root aspire.config.json (no packages) instead of project config","area-cli,area-polyglot",S1
15687,"Infer AspireUnion metadata from C# union types in exported APIs","area-app-model,area-polyglot",S1
15700,"Error message for port conflicts of dependencies is logged at a to low level","area-app-model,area-orchestrator",S1
15703,"[ResourceName] could be an annotation on ATS exports",area-polyglot,S1
15734,"Create [AspireExportObsolete]",area-polyglot,S1
15782,"aspire otel commands fail with 'No such host is known' when using *.dev.localhost URLs (TypeScript AppHost)",area-cli,S1
15785,"TypeScript codegen does not reliably pick up new integrations added via aspire add",area-polyglot,S1
15812,"Support alternative JavaScript runtimes (Bun, Deno) for TypeScript AppHosts","area-polyglot,enhancement",S1
15813,"[Feature Request] Enable Go-based Polyglot AppHost (apphost.go) via JSON-RPC","area-polyglot,enhancement",S1
15831,"[Failing test]: Aspire.Cli.EndToEnd.Tests.ProjectReferenceTests.TypeScriptAppHostWithProjectReferenceIntegration","area-cli,quarantined-test,failing-test",S1
15852,"TypeScript apphost scaffold: tsconfig.apphost.json not discovered by typescript-eslint project service","area-polyglot,aspirifriday",S1
15853,"AddViteApp HTTPS config injection fails in yarn workspaces monorepos (node_modules hoisting)","area-app-model,aspirifriday",S1
15858,"WithDockerfileBuilder not available in polyglot apphosts, and no publishAsDockerfile metho exists","area-app-model,area-polyglot,aspirifridays",S1
15868,"EndpointPropertyExpression not exported/available in TypeScript SDK","area-app-model,bug,aspirifriday",S1
15877,"Auto-generated Dockerfiles break yarn/npm workspaces monorepos","needs-area-label,aspirifriday",S1
15902,"Add @internal JSDoc tags to generated *Impl and *PromiseImpl classes",area-polyglot,S1
15967,"Store polyglot AppHost restore artifacts under the workspace instead of ~/.aspire/packages/restore","needs-area-label,enhancement",S1
16015,"AddViteApp doesn't add pnpm-workspace.yaml in the docker context",needs-area-label,S1
16026,"Add runtime unit tests for generated TypeScript transport code (trackPromise/flushPendingPromises)",area-polyglot,S1
16032,"Unify E2E test helpers: centralized error handling, logging, and resource assertions",area-polyglot,S1
16121,"CLI: TypeScript AppHost hardcodes npm install, ignoring packageManager field",area-cli,S1
16124,"CLI: TypeScript AppHost top-level await fails in brownfield repos without type:module",area-app-model,S1
2154,"Running a .NET project using `AddProject` with the csproj path fails if the project has not been previously built","area-tooling,needs-design",S10
3481,"Overload AddProject in ProjectResourceBuilderExtensions for providing ProjectResource",area-app-model,S10
4359,"Shared volumes for ProjectResource",area-app-model,S10
4877,"Allow mock AddProject calls in external Hosting extensions tests",area-app-model,S10
9575,"Dashboard reports ActivationFailed in ACA for ProjectResource that ran to completion","area-azure-aca,azure-container-apps",S10
10439,"builder.AddProject(name, projectPath) overload",area-app-model,S10
10638,"[Aspire 10] - Obsolete AddProject<>, replace with AddDotnetApp",area-app-model,S10
11143,"Failing test: Aspire.Hosting.Tests.Backchannel.Exec.ProjectResourceExecTests.Exec_DotnetInfo_ProducesLogs_Success","testing ☑️,disabled-tests,area-cli,needs-retriage",S10
11925,"Console app registered via AddProject does not execute Main() - Aspire 9.5.0 and .NET 10 RC1",needs-area-label,S10
12938,"v13 - TargetFramework not respected in ProjectResource",area-tooling,S10
12796,"Add support for poetry",needs-area-label,S12
12852,"Include support OpenTelemetry automatic instrumentation with AddUvicornApp",area-integrations,S12
13613,"WithUv doesn't work with just requirements.txt","area-integrations,python",S12
14082,"Issues when launching apphost from within an active venv with python resource","needs-area-label,python",S12
14408,"AddUvcornApp with HTTP endpoint does not take static port","needs-area-label,python",S12
14775,"A python app gets exit code 1 when started from VS Code",area-tooling,S12
2035,"Publish .tar.gz files instead of .zip files for Docker images",area-engineering-systems,S13
3309,"Spin off configuration schema generator as a standalone package",area-integrations,S13
3485,"Remove CopySrcInsteadOfClone override from Build.props",area-engineering-systems,S13
4328,"Investigate what infrastructure do we need in order to have the ability of shipping a subset of packages on a release",area-engineering-systems,S13
5414,"[tests] Improve reliability of functional tests","area-engineering-systems,testing ☑️,flaky-test",S13
5689,"Podman testing in CI",area-engineering-systems,S13
5883,"[tests] Fix Analyzers use in playground tests","area-engineering-systems,testing ☑️",S13
6510,"Move Playwright deps & downloads out of /artifacts",area-engineering-systems,S13
6633,"Have New projects require to Opt-in before they can be shipped as stable",area-engineering-systems,S13
6866,"Flaky tests rollup: TestEndpointsReturnOk","area-engineering-systems,tracking,quarantined-test",S13
7392,"Need to update the container image used for running tests",area-engineering-systems,S13
7455,"Only write test output in GitHub actions for test failures",area-engineering-systems,S13
7867,"Automatically update dotnet-docker repo (create a PR) for every new build of aspire",area-engineering-systems,S13
7922,"Failing windows tests for PR validation","area-engineering-systems,testing ☑️,tracking",S13
8388,"[tests] Explore dropping the test sdks for template tests","area-engineering-systems,testing ☑️",S13
8620,"Dashboard and orchestrations shouldn't be packed on build",area-engineering-systems,S13
8813,"[tests] Quarantined tests dashboard","area-engineering-systems,testing ☑️,tracking",S13
9106,"Tests using DCP should force friendly names for DCP logs",area-engineering-systems,S13
9198,"[tests] EndToEnd tests timing out on github actions/macOS","area-engineering-systems,testing ☑️",S13
9257,"[CI] Handle failure to download Playwright dependencies",area-engineering-systems,S13
9260,"inconsistent build/analyzer warning codes",area-engineering-systems,S13
9453,"Improve Copilot setup steps",area-engineering-systems,S13
9579,"[CI] Run template tests in Outerloop workflow","area-engineering-systems,testing ☑️",S13
9580,"[CI] Template tests on the Arcade based test runner","area-engineering-systems,testing ☑️",S13
9581,"[CI] Switch to Arcade based test runner","area-engineering-systems,testing ☑️",S13
9582,"Consider posting GH rolling build, and test runs to Kusto",area-engineering-systems,S13
9586,"[CI] Post tests summary to Github Checks",area-engineering-systems,S13
9594,"[CI] Consider adding a Github App to enable a bot for build/test analysis",area-engineering-systems,S13
9595,"[CI] CLI tool bundling tasks","area-engineering-systems,tracking,area-cli",S13
9637,"[tests] Outerloop improvements",area-engineering-systems,S13
9641,"Figure out where do we need to distribute the Aspire CLI bundle",area-engineering-systems,S13
10175,"NU1510 on my machine after .NET 10 SDK update",area-engineering-systems,S13
10288,"CLI Bundling follow up tasks","tracking,area-cli",S13
10443,"Aspire.Cli.Tests should not reference to Aspire.Hosting and Aspire.Hosting.Testing",area-cli,S13
10605,"Publish sha512 checksums for Aspire Dashboard",area-engineering-systems,S13
10809,"[CI] Follow up to build cli native archives on GH",area-cli,S13
10855,"Create a workflow to automatically upgrade aspire extension npm packages",needs-area-label,S13
10889,"Bump patch version to 9.4.1 on the release branch",area-engineering-systems,S13
10940,"Add a top level folder for Aspire cli archives on linux",area-engineering-systems,S13
11020,"Failing test: Aspire.Hosting.Azure.Tests.AzureAppServiceTests.PublishAsAzureAppServiceWebsite_ThrowsIfNoEnvironment","area-engineering-systems,testing ☑️,flaky-test",S13
11815,"Tracking issue for test failures on AzDO pipeline","area-engineering-systems,testing ☑️,tracking",S13
12364,"Failing test: Aspire.Hosting.Tests.Pipelines.DistributedApplicationPipelineTests.ExecuteAsync_WhenStepFails_PipelineLoggerIsCleanedUp","area-engineering-systems,flaky-test",S13
12433,"Failing test: Aspire.Hosting.Tests.WithUrlsTests.ExpectedNumberOfUrlsForReplicatedResource","area-engineering-systems,flaky-test",S13
12725,"Failing test: Aspire.RabbitMQ.Client.Tests.AspireRabbitMQLoggingTests.TestInfoAndWarn","area-engineering-systems,flaky-test",S13
13149,"Update Pr Issue Template for new doc templates?",area-engineering-systems,S13
13185,"Introduce per channel override feeds into configuration.",area-cli,S13
13321,"Running aspire update --self does work when the Aspire CLI is installed as a .NET global tool",area-cli,S13
13635,"Update Security Policy",area-engineering-systems,S13
13942,"CI Improvements","area-engineering-systems,tracking",S13
13979,"NuGet package Aspire.Dashboard.Sdk.win-x86 is missing 13.1 release",needs-area-label,S13
14034,"Onboard CLI telemetry",area-cli,S13
14054,"CLI E2E recording workflow doesn't capture new test classes until PR is merged",needs-area-label,S13
14265,"Repo Issue / PR auto labeller isn't working",area-engineering-systems,S13
14776,"Installing Aspire CLI - access denied with running instances",area-cli,S13
14938,"Consider removing the dotnet tool for aspire",area-cli,S13
14965,"Staging feed too difficult to use",area-cli,S13
15227,"Linux machines need to install ICU in order for aspire.exe to work",area-integrations,S13
15241,"Migrate E2E tests to Hex1bTerminalAutomator API and build reusable automation helpers",area-engineering-systems,S13
15335,"Automate version stabilization: dynamically compute package versions instead of hardcoding",area-integrations,S13
15535,"[CI] Build Aspire cli for Windows/Arm natively","area-engineering-systems,area-cli",S13
15538,"[CI] Add validation of bundles generated for the various OS/arch combinations",area-engineering-systems,S13
15614,"Aspire CLI needs an uninstall/cleanup command for script and PR installs",area-cli,S13
15615,"[CI] macOS runner scarcity is delaying rolling builds for hours and leading to cancellations",area-engineering-systems,S13
15797,"Make the Aspire CLI dotnet tool package use the NativeAOT binary",area-cli,S13
15818,"[CI] AzDO PR builds fail on WinGet/Homebrew installer URL validation",area-engineering-systems,S13
15830,"[tests] `CLI Starter Validation` test getting terminated after 20mins","area-engineering-systems,testing ☑️",S13
15889,"/create-issue: Add dedup check to prevent duplicate issue creation on concurrent runs",area-engineering-systems,S13
15938,"Make CLI bundle self-extraction conditional based on distribution mode","area-cli,enhancement",S13
16055,"Support arbitrary property pass-through from MSBuild test projects to GitHub workflows via runsheets",area-engineering-systems,S13
16103,"localhive/build fails after cleaning artifacts: replace-text.cs script runner can't find cached exe",area-engineering-systems,S13
16105,"[Failing test]: SmolSemVer Windows - process initialization failure (exit code -1073741502)","area-engineering-systems,failing-test",S13
6966,"Add multi solutions support",area-app-model,S14
2897,"Asserting OpenTelemetry data when using DistributedApplicationTestingBuilder","area-telemetry,area-app-testing",S15
4138,"CreateHttpClient extension method in Aspire.Hosting.Testing defaults to the ""http"" endpoint",area-app-testing,S15
4462,"Allow configuring volume behavior when using Aspire.Hosting.Testing ",area-app-testing,S15
5442,"DistributedApplicationTestingBuilder does not work with Remote Testing on WSL","area-app-model,wsl",S15
6788,"`AddStandardResilienceHandler` and healthchecks result in noisy logs with TestHost",area-app-testing,S15
6857,"dotnet publish to folder for Aspire.Hosting.Testing projects",area-app-testing,S15
6887,"Project Resource fails to start if AppHost started with `--artifacts-path`",area-app-testing,S15
7795,"Developers should be able to build integration tests with Playwright",area-app-testing,S15
7975,"Test Host does not accept trailing commas in `launchsettings.json`",area-app-testing,S15
8078,"Concurrency error running tests in parallel",area-app-testing,S15
8111,"Starting a resource (WithExplicitStart) in Aspire tests",area-app-testing,S15
8147,"`WaitForResourceHealthyAsync` should fail fast if Resource does not exist",area-app-testing,S15
8499,"Code coverage reporting using popular tools does not work with Aspire.Hosting.Testing",area-app-testing,S15
8719,"Flaky test: Aspire.Hosting.Testing.Tests.TestingFactoryTests.SelectsFirstLaunchProfile","area-app-testing,disabled-tests,flaky-test",S15
8773,"[Failing test]: ProxylessContainerCanBeReferenced","area-app-testing,failing-test",S15
9087,"Support DistributedApplicationTestingBuilder with IsPublishMode == true",area-app-testing,S15
9093,"PostgreSQL persistent lifetime not working when setting --environment in Integration test",area-app-testing,S15
9110,"Test Host doesn't use ports specified in launchSettings",area-app-testing,S15
10149,"Assign `DcpInstancesAnnotation` after `BeforeStartEvent`?","area-app-model,area-app-testing",S15
10218,"Still missing crashing container logs in 9.3 & 9.4 preview in tests","area-orchestrator,area-app-testing",S15
10711,"Testing broken network connections",area-app-testing,S15
10888,"Persistent SQL server restarted every time when launching tests",needs-area-label,S15
11021,"Since Aspire.Hosting.Testing 9.4 the tests throws TaskCanceledException",area-app-testing,S15
11403,"Fill Testing Gaps highlighted by Community Toolkit",area-app-testing,S15
11510,"ability to get logs from resoureses",area-app-testing,S15
11797,"Using Aspire to programmatically assert OTLP telemetry is being emitted?",area-telemetry,S15
11818,"Failing tests: Tests referencing TestProject.ServiceA which isn't available on helix","testing ☑️,area-app-testing",S15
12273,"Simplify `aspire new` starter template test framework options",area-app-testing,S15
13656,"[Testing] Add a possibility to inject / override services (especially auth) in the projects which are launched from the apphost",area-app-testing,S15
13728,"`StartAsync` swallows `OperationCancelledException`s","area-app-model,area-app-testing",S15
13739,"`AddTestProject` with a custom dashboard view",area-app-testing,S15
13746,"Make it easier to use the Dashboard with `DistributedApplicationTestingBuilder`",area-app-testing,S15
13761,"`AuxiliaryBackchannelService` concurrency error with parallel tests","area-app-testing,area-cli",S15
13789,"Azure function not launched by Aspire when running test in normal test mode",area-app-testing,S15
13842,"DistributedApplicationTestingBuilder unable to load sqlproj when attempting to apply","area-integrations,area-app-testing",S15
14127,"Provide an API to wait for multiple resources at once in tests",area-app-testing,S15
14518,"ExplicitStartupAnnotation added post-hoc to project resources is ignored during StartAsync",area-app-testing,S15
14831,"Tests can require you to create `DcpOptions` to resolve environment variables",area-app-testing,S15
14993,"WaitCommandTests times out in Docker-based E2E test infrastructure","area-app-testing,quarantined-test,failing-test",S15
15116,"Easy access to app logs form tests",area-app-testing,S15
15264,"Skip Interactive resources when running tests",area-testing,S15
15575,"VS Code Extension + `DistributedApplicationTestingBuilder`",area-extension,S15
15805,"DistributedApplicationTestingBuilder - Allow exporting logs and traces","area-app-testing,enhancement",S15
16018,"`aspire ps` should include `DistributedApplicationOptions.DashboardApplicationName`","area-app-testing,enhancement",S15
16058,"/create-issue: support multiple test names and fix underscore escaping in issue titles",area-app-testing,S15
4256,"Aspire Dashboard - Persist dashboard data","area-dashboard,area-telemetry,needs-design,dashboard-persistence",S16
8653,"Persistent Dashboard",area-dashboard,S16
8742,"Remember user dashboard choices",area-dashboard,S16
9363,"Provide a way to stop all Persistent Containers","area-dashboard,area-app-model,area-orchestrator,area-cli",S16
9482,"Persist dashboard",area-dashboard,S16
11121,"Provide CSV export option in dashboard console logs",area-dashboard,S16
15286,"[Blog Post] Add new post for Aspire 13.2 dashboard export and telemetry features",blog-post,S16
15648,"Dashboard: Use persistent notification pattern for command results instead of modal dialog",area-dashboard,S16
303,"Allow specifying the project(s) on run",area-app-model,S17
1435,"Support categorization in running the AppHost",area-app-model,S17
12802,"[AspireE2E] Use ""aspire run"" command to run the project, It doesn't let you to select specific project to run",area-cli,S17
1869,"Add AzureB2C component","area-integrations,azure",S18
3552,"Blazor Aspire MS Identity combination",area-tooling,S18
7047,"Support Managed Identity in AzureStorageResource emulator","area-integrations,azure,azure-storage",S18
8116,"Implementors of `IResourceWithAzureFunctionsConfig` should set additional params for identity-based configuration.","area-integrations,azure-functions",S18
8379,"Add a Roslyn analyzer for WithRoleAssignments when not using targeted role assignments infrastructure","area-integrations,azure",S18
8480,"Aspire.Hosting.Azure.ApplicationInsights should configure Microsoft Entra authentication","area-integrations,azure,security 🔐",S18
10024,"Centralize UI event loop for Aspire CLI",area-cli,S18
10409,"Allow UAMI's to be added to container apps",area-app-model,S18
10563,"Centralized management of container image versions",area-integrations,S18
10920,"Centralized Build in for .NET projects",area-app-model,S18
13271,"Aspire: FormatException with Azure PostgreSQL Flexible Server and Entra ID Authentication",area-integrations,S18
13716,"Aspire + Nuxt + Entra support",area-integrations,S18
15483,"Can't get Azure Cache for Redis integration to work with RBAC",area-integrations,S18
1326,"Proposal for Keycloak integration","area-integrations,keycloak",S19
4856,"Add Keycloak icon/logo","area-integrations,keycloak",S19
5092,"Create KeycloakRealmResource to represent the address of a realm","area-integrations,keycloak",S19
6004,"Keycloak container fails to start in Azure Container Apps","area-integrations,keycloak",S19
6084,"Keycloak - Support WithReference for Sql Database","area-integrations,keycloak",S19
7263,"Documentation lacking on how to connect to an existing keycloak","documentation,area-integrations,keycloak",S19
8034,"[Keycloak Integration] How to setup database connection for Keycloak when deploying to Azure","area-integrations,keycloak",S19
8064,"KeyCloak - Allow selection of Http/Https Schemes for the URL's this is for running KeyCloak on HTTPs","area-integrations,keycloak",S19
14343,"[Keycloak] Support relative paths for health checks",area-integrations,S19
4582,"Watch task over kubernetes Container resources terminated unexpectedly. Check to ensure dcpd process is running.","area-app-model,needs-retriage",S2
4981,"Cannot rebuild projects due to exe file being locked",area-tooling,S2
7112,"Use new 'dotnet run' 9.1 options for launching projects",area-app-model,S2
7695,"Only rebuild / restart impacted resources when hot reload cannot be used (while debugging)",area-app-model,S2
8077,"WaitFor compatibility with Node watch processes (non-exiting background process)",area-app-model,S2
9450,"Aspire CLI --watch large environment variables",area-cli,S2
9756,"WaitForCompletion seems incompatible with watch",area-tooling,S2
11072,"Rebuild & Restart aspire project when restarting from aspire dashboard",area-tooling,S2
12778,"`aspire run` for file-based AppHost doesn't rebuild project references",area-cli,S2
12970,"`dotnet watch` on apphost does not start azure functions project",area-integrations,S2
13142,"aspire run hangs on build errors when using defaultWatchEnabled",area-cli,S2
13207,"Should AddCsharpApp with defaultWatchEnabled require a project reference or not?",area-app-model,S2
13738,"[AspireE2E] When I run the aspire project again with .WithReplicas(2) added using dotnet watch, the project fails to run successfully.",area-tooling,S2
13839,"Apphost Hot Reload Architecture for `aspire run`",area-orchestrator,S2
13924,"Request for the hot reload on Aspire CLI similar as 'dotnet watch' kind of functionality",area-cli,S2
13928,"[AspireE2E] When dotnet watch on Aspire Starter App (ASP.NET Core/Blazor) app, The dotnet watch information displays incorrect after editing the file",area-tooling,S2
13929,"[AspireE2E][Aspire CLI]An unexpected error occurred: The JSON-RPC connection with the remote party was lost before the request could complete when dotnet watch on Aspire AppHost project",needs-area-label,S2
14514,"Improve Kubernetes watch errors",area-app-model,S2
15109,"Solution build in Visual Studio stops AppHost instead of restarting it",area-tooling,S2
15710,"Aspire watch experience","area-app-model,area-orchestrator",S2
15850,"VS Code: `Run with aspire` doesn't rebuilt app host if out of date",area-cli,S2
8159,"`aspire add` should give next steps when package is installed.",area-cli,S3
8369,"`aspire add` only supports adding hosting integrations",area-cli,S3
9492,"Aspire CLI - show tags on aspire add",area-cli,S3
10975,"Aspire CLI - Add to existing solution",area-cli,S3
11689,"Add support for aspire add to create proj references",area-cli,S3
13808,"Easy way to add service defaults from CLI",needs-area-label,S3
14799,"Can't add Testing package via `aspire add`",area-cli,S3
15263,"Smooth rough edges when publishing integration packages",area-integrations,S3
15396,"aspire add --version should not prompt for a version",area-cli,S3
15632,"in aspire.config.json, ""packages"" should be renamed ""integrations""",area-integrations,S3
15880,"aspire add: support non-interactive search/filter for hosting integrations","area-integrations,aspirifriday",S3
2515,"Kubernetes DnsSrv service discovery across namespace",area-service-discovery,S4a
4054,"FEATURE: Kubernetes Probes - Sidecar - Source Generator",area-app-model,S4a
5420,"Expose default health endpoints for Kubernetes probes",area-templates,S4a
8028,"ObjectDisposedException in Dcp.KubernetesService.EnsureKubernetesAsync","area-app-model,needs-retriage",S4a
9097,"Improve error reporting from Kubernetes Publisher","area-deployment,kubernetes",S4a
9226,"Fix port mapping for bait and switch resources in Kubernetes","area-deployment,kubernetes",S4a
9429,"Ability to create PVC without defining a PV","area-deployment,kubernetes",S4a
9430,"Ability to define a PVC or use WithVolume on a ProjectResource","area-deployment,kubernetes",S4a
9431,"Ability to override values in the helm values.yaml file.","area-deployment,kubernetes",S4a
9605,"Add dashboard support for KubernetesEnvironmentResource","area-deployment,kubernetes",S4a
9613,"Add support for Azure Kubernetes Service","azure,area-deployment,kubernetes",S4a
9767,"More customization for PublishAsKubernetesService()","area-deployment,kubernetes",S4a
9913,"Aspir8 and resolving service endpoints in kubernetes with DNS SRV","needs-area-label,kubernetes",S4a
10994,"aspire publish produces invalid helm configuration for database secrets","area-deployment,kubernetes",S4a
11140,"Aspire Cli K8s Build WithEnvironment() Values all missing in values.yaml","area-deployment,kubernetes",S4a
11183,"Bug: aspire publish kubernetes Fails with Duplicate Endpoint Names and Port Resolution Errors","area-deployment,kubernetes",S4a
11332,"HorizontalPodAutoscalerV2 generates invalid metrics block in Kubernetes manifest",area-app-model,S4a
11365,"Feature Request: Remove values.yaml in Aspire Kubernetes Publish and Inline Configuration in ConfigMaps and Services.","area-deployment,kubernetes",S4a
11383,"request feature : Add default namespace for all Kubernetes resources & auto‑PVC creation for resources with DefaultStorageClassName",area-integrations,S4a
12562,"Question: Kubernetes publish support does not build or push containers to registry","needs-area-label,area-deployment",S4a
13365,"Error on aspire publish when combining Kubernetes and NATS integrations",needs-area-label,S4a
13871,"Errors discovered in K8s service",area-service-discovery,S4a
14011,".WithContainerRegistry has no effect when deploying to Kubernetes",area-app-model,S4a
14096,"(code provided): Kubernetes integration: specifying pvc as default storage type generates invalid YAML assets",needs-area-label,S4a
14370,"Kubernetes publisher: cross-resource secret references generate broken Helm value paths","area-deployment,kubernetes",S4a
14389,"K8s publisher: Helm secret value path mismatch between template expression and values.yaml",area-integrations,S4a
14506,"Create Production grade Postgres Integration for K8s by integrating with cloudnative-pg",area-integrations,S4a
14579,"Two BaseKubernetesResource with same Metadata.Name and then when running aspire publish the two resources overrides each other",needs-area-label,S4a
15021,"Helm manifests not generating initContainers correctly in Kubernetes","area-integrations,kubernetes",S4a
15229,"Kubernetes publisher fails with Unsupported value type: Boolean for Scalar env vars",area-deployment,S4a
15789,"NATS container args incompatible with Kubernetes publishing - Command line args must be strings",area-deployment,S4a
15795,"AddDatabase() databases are not created when deploying to Kubernetes","area-deployment,silent-failure",S4a
15870,"[Failing test]: Aspire.Cli.EndToEnd.Tests.KubernetesPublishTests.CreateAndPublishToKubernetes","disabled-tests,area-cli,failing-test",S4a
16099,"aspire destroy: Helm uninstall should throw on non-zero exit code",area-deployment,S4a
16101,"IHelmRunner: Add typed methods for deploy, uninstall, verify",area-deployment,S4a
16114,"Kubernetes Helm chart generation fails when resources reference Azure Bicep outputs",area-integrations,S4a
6939,"Launching with AppHost adds OTEL_EXPORTER_OTLP_PROTOCOL=grpc environment variable which breaks exporting to Seq",area-integrations,S4b
7188,"global.json override breaks azure function","area-integrations,azure,azure-functions",S4b
7370,"Add Seq client Integration into an app with NSwag breaks the app.",area-integrations,S4b
7685,"Aspire.Hosting.Azure.AppContainers breaks Qdrant Integration (ACA)","azure,area-deployment,azure-container-apps",S4b
8306,"Add options argument to `IContainerRuntime` to allow tweaks to the way the image is generated.",area-deployment,S4b
10823,"Adding a parent relationship to a container resource breaks `.WaitForCompletion()`",area-app-model,S4b
11775,"using AddAzureFunctionsProject() in conjunction with openapi for azure functions breaks swagger ui",area-integrations,S4b
15476,"Aspire CLI `aspire update` breaks project with Central Package Management (13.1.3)",area-acquisition,S4b
15620,"CosmosDB preview emulator: HTTPS endpoint switch ignores certificate availability, breaks CI",area-integrations,S4b
15845,"Plain `aspire logs` / telemetry output leaks ANSI fragments",area-cli,S4b
